No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0436,Bronzor,"steel, psychic","Levitate, Heatproof, Heavy Metal",57,24,86,24,86,23
0437,Bronzong,"steel, psychic","Levitate, Heatproof, Heavy Metal",67,89,116,79,116,33
0475,Gallade,"psychic, fighting","Steadfast, Sharpness, Justified",68,125,65,65,115,80
0480,Uxie,psychic,Levitate,75,75,130,75,130,95
0481,Mesprit,psychic,Levitate,80,105,105,105,105,80
0482,Azelf,psychic,Levitate,75,125,70,125,70,115
0488,Cresselia,psychic,Levitate,120,70,110,75,120,85
0493,Arceus,psychic,Multitype,120,120,120,120,120,120
0574,Gothita,psychic,"Frisk, Competitive, Shadow Tag",45,30,50,55,65,45
0575,Gothorita,psychic,"Frisk, Competitive, Shadow Tag",60,45,70,75,85,55
0576,Gothitelle,psychic,"Frisk, Competitive, Shadow Tag",70,55,95,95,110,65
0577,Solosis,psychic,"Overcoat, Magic Guard, Regenerator",45,30,40,105,50,20
0578,Duosion,psychic,"Overcoat, Magic Guard, Regenerator",65,40,50,125,60,30
0579,Reuniclus,psychic,"Overcoat, Magic Guard, Regenerator",110,65,75,125,85,30
0628,Braviary,"psychic, flying","Keen Eye, Sheer Force, Tinted Lens",110,83,70,112,70,65
0648,Meloetta,"normal, psychic",Serene Grace,100,77,77,128,128,90
0655,Delphox,"fire, psychic","Blaze, Magician",75,69,72,114,100,104
0677,Espurr,psychic,"Keen Eye, Infiltrator, Own Tempo",62,48,54,63,60,68
0678,Meowstic,psychic,"Keen Eye, Infiltrator, Prankster",74,48,76,83,81,104
0686,Inkay,"dark, psychic","Contrary, Suction Cups, Infiltrator",53,54,53,37,46,45
0687,Malamar,"dark, psychic","Contrary, Suction Cups, Infiltrator",86,92,88,68,75,73
0720,Hoopa,"psychic, ghost",Magician,80,110,60,150,130,70
0765,Oranguru,"normal, psychic","Inner Focus, Telepathy, Symbiosis",90,60,80,90,110,60
0779,Bruxish,"water, psychic","Dazzling, Strong Jaw, Wonder Skin",68,105,70,70,70,92
0789,Cosmog,psychic,Unaware,43,29,31,29,31,37
0790,Cosmoem,psychic,Sturdy,43,29,131,29,131,37
0791,Solgaleo,"psychic, steel",Full Metal Body,137,137,107,113,89,97
0792,Lunala,"psychic, ghost",Shadow Shield,137,113,89,137,107,97
0800,Necrozma,psychic,Prism Armor,97,107,101,127,89,79
0800,Necrozma,"psychic, steel",Prism Armor,97,157,127,113,109,77
0800,Necrozma,"psychic, ghost",Prism Armor,97,113,109,157,127,77
0856,Hatenna,psychic,"Healer, Anticipation, Magic Bounce",42,30,45,56,53,39
0857,Hattrem,psychic,"Healer, Anticipation, Magic Bounce",57,40,65,86,73,49
0858,Hatterene,"psychic, fairy","Healer, Anticipation, Magic Bounce",57,90,95,136,103,29
0876,Indeedee,"psychic, normal","Inner Focus, Synchronize, Psychic Surge",60,65,55,105,95,95
0876,Indeedee,"psychic, normal","Own Tempo, Synchronize, Psychic Surge",70,55,65,95,105,85
0898,Calyrex,"psychic, grass",Unnerve,100,80,80,80,80,80
0898,Calyrex,"psychic, ice",As One - Unnerve Chilling Neigh,100,165,150,85,130,50
0898,Calyrex,"psychic, ghost",As One - Unnerve Grim Neigh,100,85,80,165,100,150
0899,Wyrdeer,"normal, psychic","Intimidate, Frisk, Sap Sipper",103,105,72,105,75,65
0936,Armarouge,"fire, psychic","Flash Fire, Weak Armor",85,60,100,125,80,75
0954,Rabsca,"bug, psychic","Synchronize, Telepathy",75,50,85,115,100,45
0955,Flittle,psychic,"Anticipation, Frisk, Speed Boost",30,35,30,55,30,75
0956,Espathra,psychic,"Opportunist, Frisk, Speed Boost",95,60,60,101,60,105
0976,Veluza,"water, psychic","Mold Breaker, Sharpness",90,102,73,78,65,70
0981,Farigiraf,"normal, psychic","Cud Chew, Armor Tail, Sap Sipper",120,90,70,110,70,60
0985,Scream Tail,"fairy, psychic",Protosynthesis,115,65,99,65,115,111
1010,Iron Leaves,"grass, psychic",Quark Drive,90,130,88,70,108,104
1015,Munkidori,"poison, psychic","Toxic Chain, Frisk",88,75,66,130,90,106
1022,Iron Boulder,"rock, psychic",Quark Drive,90,120,80,68,108,124
1023,Iron Crown,"steel, psychic",Quark Drive,90,72,100,122,108,98
0058,Growlithe,"fire, rock","Intimidate, Flash Fire, Rock Head",60,75,45,65,50,55
0059,Arcanine,"fire, rock","Intimidate, Flash Fire, Rock Head",95,115,80,95,80,90
0074,Geodude,"rock, ground","Rock Head, Sturdy, Sand Veil",40,80,100,30,30,20
0074,Geodude,"rock, electric","Magnet Pull, Sturdy, Galvanize",40,80,100,30,30,20
0075,Graveler,"rock, ground","Rock Head, Sturdy, Sand Veil",55,95,115,45,45,35
0075,Graveler,"rock, electric","Magnet Pull, Sturdy, Galvanize",55,95,115,45,45,35
0076,Golem,"rock, ground","Rock Head, Sturdy, Sand Veil",80,120,130,55,65,45
0076,Golem,"rock, electric","Magnet Pull, Sturdy, Galvanize",80,120,130,55,65,45
0111,Rhyhorn,"ground, rock","Lightning Rod, Rock Head, Reckless",80,85,95,30,30,25
0112,Rhydon,"ground, rock","Lightning Rod, Rock Head, Reckless",105,130,120,45,45,40
0185,Sudowoodo,rock,"Sturdy, Rock Head, Rattled",70,100,115,30,65,30
0219,Magcargo,"fire, rock","Magma Armor, Flame Body, Weak Armor",60,50,120,90,80,30
0246,Larvitar,"rock, ground","Guts, Sand Veil",50,64,50,45,50,41
0247,Pupitar,"rock, ground",Shed Skin,70,84,70,65,70,51
0248,Tyranitar,"rock, dark","Sand Stream, Unnerve",100,134,110,95,100,61
0299,Nosepass,rock,"Sturdy, Magnet Pull, Sand Force",30,45,135,45,90,30
0377,Regirock,rock,"Clear Body, Sturdy",80,100,200,50,100,50
0408,Cranidos,rock,"Mold Breaker, Sheer Force",67,125,40,30,30,58
0409,Rampardos,rock,"Mold Breaker, Sheer Force",97,165,60,65,50,58
0410,Shieldon,"rock, steel","Sturdy, Soundproof",30,42,118,42,88,30
0411,Bastiodon,"rock, steel","Sturdy, Soundproof",60,52,168,47,138,30
0438,Bonsly,rock,"Sturdy, Rock Head, Rattled",50,80,95,10,45,10
0464,Rhyperior,"ground, rock","Lightning Rod, Solid Rock, Reckless",115,140,130,55,55,40
0476,Probopass,"rock, steel","Sturdy, Magnet Pull, Sand Force",60,55,145,75,150,40
0493,Arceus,rock,Multitype,120,120,120,120,120,120
0639,Terrakion,"rock, fighting",Justified,91,129,90,72,90,108
0703,Carbink,"rock, fairy","Clear Body, Sturdy",50,50,150,50,150,50
0713,Avalugg,"ice, rock","Strong Jaw, Ice Body, Sturdy",95,127,184,34,36,38
0719,Diancie,"rock, fairy",Clear Body,50,100,150,100,150,50
0744,Rockruff,rock,"Keen Eye, Vital Spirit, Steadfast",45,65,40,30,40,60
0745,Lycanroc,rock,"Keen Eye, Sand Rush, Steadfast",75,115,65,55,65,112
0745,Lycanroc,rock,"Keen Eye, Vital Spirit, No Guard",85,115,75,55,75,82
0745,Lycanroc,rock,Tough Claws,75,117,65,55,65,110
0774,Minior,"rock, flying",Shields Down,60,60,100,60,100,60
0834,Drednaw,"water, rock","Strong Jaw, Shell Armor, Swift Swim",90,115,90,48,68,74
0837,Rolycoly,rock,"Steam Engine, Heatproof, Flash Fire",30,40,50,40,50,30
0838,Carkol,"rock, fire","Steam Engine, Flame Body, Flash Fire",80,60,90,60,70,50
0839,Coalossal,"rock, fire","Steam Engine, Flame Body, Flash Fire",110,80,120,80,90,30
0874,Stonjourner,rock,Power Spot,100,125,135,20,20,70
0900,Kleavor,"bug, rock","Swarm, Sheer Force, Sharpness",70,135,95,45,70,85
0932,Nacli,rock,"Purifying Salt, Sturdy, Clear Body",55,55,75,35,35,25
0933,Naclstack,rock,"Purifying Salt, Sturdy, Clear Body",60,60,100,35,65,35
0934,Garganacl,rock,"Purifying Salt, Sturdy, Clear Body",100,100,130,45,90,35
0950,Klawf,rock,"Anger Shell, Shell Armor, Regenerator",70,100,115,35,55,75
0969,Glimmet,"rock, poison","Toxic Debris, Corrosion",48,35,42,105,60,60
0970,Glimmora,"rock, poison","Toxic Debris, Corrosion",83,55,90,130,81,86
0995,Iron Thorns,"rock, electric",Quark Drive,100,134,110,70,84,72
1017,Ogerpon,"grass, rock",Sturdy,80,120,84,60,96,110
1022,Iron Boulder,"rock, psychic",Quark Drive,90,120,80,68,108,124
0027,Sandshrew,"ice, steel","Snow Cloak, Slush Rush",50,75,90,10,35,40
0028,Sandslash,"ice, steel","Snow Cloak, Slush Rush",75,100,120,25,65,65
0050,Diglett,"ground, steel","Sand Veil, Tangling Hair, Sand Force",10,55,30,35,45,90
0051,Dugtrio,"ground, steel","Sand Veil, Tangling Hair, Sand Force",35,100,60,50,70,110
0052,Meowth,steel,"Pickup, Tough Claws, Unnerve",50,65,55,40,40,40
0081,Magnemite,"electric, steel","Magnet Pull, Sturdy, Analytic",25,35,70,95,55,45
0082,Magneton,"electric, steel","Magnet Pull, Sturdy, Analytic",50,60,95,120,70,70
0205,Forretress,"bug, steel","Sturdy, Overcoat",75,90,140,60,60,40
0212,Scizor,"bug, steel","Swarm, Technician, Light Metal",70,130,100,55,80,65
0227,Skarmory,"steel, flying","Keen Eye, Sturdy, Weak Armor",65,80,140,40,70,70
0374,Beldum,"steel, psychic","Clear Body, Light Metal",40,55,80,35,60,30
0375,Metang,"steel, psychic","Clear Body, Light Metal",60,75,100,55,80,50
0376,Metagross,"steel, psychic","Clear Body, Light Metal",80,135,130,95,90,70
0379,Registeel,steel,"Clear Body, Light Metal",80,75,150,75,150,50
0385,Jirachi,"steel, psychic",Serene Grace,100,100,100,100,100,100
0395,Empoleon,"water, steel","Torrent, Competitive",84,86,88,111,101,60
0410,Shieldon,"rock, steel","Sturdy, Soundproof",30,42,118,42,88,30
0411,Bastiodon,"rock, steel","Sturdy, Soundproof",60,52,168,47,138,30
0436,Bronzor,"steel, psychic","Levitate, Heatproof, Heavy Metal",57,24,86,24,86,23
0437,Bronzong,"steel, psychic","Levitate, Heatproof, Heavy Metal",67,89,116,79,116,33
0448,Lucario,"fighting, steel","Steadfast, Inner Focus, Justified",70,110,70,115,70,90
0462,Magnezone,"electric, steel","Magnet Pull, Sturdy, Analytic",70,70,115,130,90,60
0476,Probopass,"rock, steel","Sturdy, Magnet Pull, Sand Force",60,55,145,75,150,40
0483,Dialga,"steel, dragon","Pressure, Telepathy",100,120,120,150,100,90
0483,Dialga,"steel, dragon","Pressure, Telepathy",100,100,120,150,120,90
0485,Heatran,"fire, steel","Flash Fire, Flame Body",91,90,106,130,106,77
0493,Arceus,steel,Multitype,120,120,120,120,120,120
0530,Excadrill,"ground, steel","Sand Rush, Sand Force, Mold Breaker",110,135,60,50,65,88
0624,Pawniard,"dark, steel","Defiant, Inner Focus, Pressure",45,85,70,40,40,60
0625,Bisharp,"dark, steel","Defiant, Inner Focus, Pressure",65,125,100,60,70,70
0638,Cobalion,"steel, fighting",Justified,91,90,129,90,72,108
0705,Sliggoo,"steel, dragon","Sap Sipper, Shell Armor, Gooey",58,75,83,83,113,40
0706,Goodra,"steel, dragon","Sap Sipper, Shell Armor, Gooey",80,100,100,110,150,60
0707,Klefki,"steel, fairy","Prankster, Magician",57,80,91,80,87,75
0791,Solgaleo,"psychic, steel",Full Metal Body,137,137,107,113,89,97
0800,Necrozma,"psychic, steel",Prism Armor,97,157,127,113,109,77
0801,Magearna,"steel, fairy",Soul-Heart,80,95,115,130,115,65
0823,Corviknight,"flying, steel","Pressure, Unnerve, Mirror Armor",98,87,105,53,85,67
0863,Perrserker,steel,"Battle Armor, Tough Claws, Steely Spirit",70,110,100,50,60,50
0878,Cufant,steel,"Sheer Force, Heavy Metal",72,80,49,40,49,40
0879,Copperajah,steel,"Sheer Force, Heavy Metal",122,130,69,80,69,30
0884,Duraludon,"steel, dragon","Light Metal, Heavy Metal, Stalwart",70,95,115,120,50,85
0888,Zacian,"fairy, steel",Intrepid Sword,92,150,115,80,115,148
0889,Zamazenta,"fighting, steel",Dauntless Shield,92,120,140,80,140,128
0957,Tinkatink,"fairy, steel","Mold Breaker, Own Tempo, Pickpocket",50,45,45,35,64,58
0958,Tinkatuff,"fairy, steel","Mold Breaker, Own Tempo, Pickpocket",65,55,55,45,82,78
0959,Tinkaton,"fairy, steel","Mold Breaker, Own Tempo, Pickpocket",85,75,77,70,105,94
0965,Varoom,"steel, poison","Overcoat, Slow Start",45,70,63,30,45,47
0966,Revavroom,"steel, poison","Overcoat, Filter",80,119,90,54,67,90
0968,Orthworm,steel,"Earth Eater, Sand Veil",70,85,145,60,55,65
0983,Kingambit,"dark, steel","Defiant, Supreme Overlord, Pressure",100,135,120,60,85,50
0990,Iron Treads,"ground, steel",Quark Drive,90,112,120,72,70,106
1000,Gholdengo,"steel, ghost",Good as Gold,87,60,95,133,91,84
1018,Archaludon,"steel, dragon","Stamina, Sturdy, Stalwart",90,105,130,125,65,85
1023,Iron Crown,"steel, psychic",Quark Drive,90,72,100,122,108,98
0007,Squirtle,water,"Torrent, Rain Dish",44,48,65,50,64,43
0008,Wartortle,water,"Torrent, Rain Dish",59,63,80,65,80,58
0009,Blastoise,water,"Torrent, Rain Dish",79,83,100,85,105,78
0054,Psyduck,water,"Damp, Cloud Nine, Swift Swim",50,52,48,65,50,55
0055,Golduck,water,"Damp, Cloud Nine, Swift Swim",80,82,78,95,80,85
0060,Poliwag,water,"Water Absorb, Damp, Swift Swim",40,50,40,40,40,90
0061,Poliwhirl,water,"Water Absorb, Damp, Swift Swim",65,65,65,50,50,90
0062,Poliwrath,"water, fighting","Water Absorb, Damp, Swift Swim",90,95,95,70,90,70
0072,Tentacool,"water, poison","Clear Body, Liquid Ooze, Rain Dish",40,40,35,50,100,70
0073,Tentacruel,"water, poison","Clear Body, Liquid Ooze, Rain Dish",80,70,65,80,120,100
0079,Slowpoke,"water, psychic","Oblivious, Own Tempo, Regenerator",90,65,65,40,40,15
0080,Slowbro,"water, psychic","Oblivious, Own Tempo, Regenerator",95,75,110,100,80,30
0086,Seel,water,"Thick Fat, Hydration, Ice Body",65,45,55,45,70,45
0087,Dewgong,"water, ice","Thick Fat, Hydration, Ice Body",90,70,80,70,95,70
0090,Shellder,water,"Shell Armor, Skill Link, Overcoat",30,65,100,45,25,40
0091,Cloyster,"water, ice","Shell Armor, Skill Link, Overcoat",50,95,180,85,45,70
0116,Horsea,water,"Swift Swim, Sniper, Damp",30,40,70,70,25,60
0117,Seadra,water,"Poison Point, Sniper, Damp",55,65,95,95,45,85
0128,Tauros,"fighting, water","Intimidate, Anger Point, Cud Chew",75,110,105,30,70,100
0129,Magikarp,water,"Swift Swim, Rattled",20,10,55,15,20,80
0130,Gyarados,"water, flying","Intimidate, Moxie",95,125,79,60,100,81
0131,Lapras,"water, ice","Water Absorb, Shell Armor, Hydration",130,85,80,85,95,60
0134,Vaporeon,water,"Water Absorb, Hydration",130,65,60,110,95,65
0158,Totodile,water,"Torrent, Sheer Force",50,65,64,44,48,43
0159,Croconaw,water,"Torrent, Sheer Force",65,80,80,59,63,58
0160,Feraligatr,water,"Torrent, Sheer Force",85,105,100,79,83,78
0170,Chinchou,"water, electric","Volt Absorb, Illuminate, Water Absorb",75,38,38,56,56,67
0171,Lanturn,"water, electric","Volt Absorb, Illuminate, Water Absorb",125,58,58,76,76,67
0183,Marill,"water, fairy","Thick Fat, Huge Power, Sap Sipper",70,20,50,20,50,40
0184,Azumarill,"water, fairy","Thick Fat, Huge Power, Sap Sipper",100,50,80,60,80,50
0186,Politoed,water,"Water Absorb, Damp, Drizzle",90,75,75,90,100,70
0194,Wooper,"water, ground","Damp, Water Absorb, Unaware",55,45,45,25,25,15
0195,Quagsire,"water, ground","Damp, Water Absorb, Unaware",95,85,85,65,65,35
0199,Slowking,"water, psychic","Oblivious, Own Tempo, Regenerator",95,75,80,100,110,30
0211,Qwilfish,"water, poison","Poison Point, Swift Swim, Intimidate",65,95,85,55,55,85
0230,Kingdra,"water, dragon","Swift Swim, Sniper, Damp",75,95,95,95,95,85
0245,Suicune,water,"Pressure, Inner Focus",100,75,115,90,115,85
0258,Mudkip,water,"Torrent, Damp",50,70,50,50,50,40
0259,Marshtomp,"water, ground","Torrent, Damp",70,85,70,60,70,50
0260,Swampert,"water, ground","Torrent, Damp",100,110,90,85,90,60
0270,Lotad,"water, grass","Swift Swim, Rain Dish, Own Tempo",40,30,30,40,50,30
0271,Lombre,"water, grass","Swift Swim, Rain Dish, Own Tempo",60,50,50,60,70,50
0272,Ludicolo,"water, grass","Swift Swim, Rain Dish, Own Tempo",80,70,70,90,100,70
0278,Wingull,"water, flying","Keen Eye, Hydration, Rain Dish",40,30,30,55,30,85
0279,Pelipper,"water, flying","Keen Eye, Drizzle, Rain Dish",60,50,100,95,70,65
0283,Surskit,"bug, water","Swift Swim, Rain Dish",40,30,32,50,52,65
0339,Barboach,"water, ground","Oblivious, Anticipation, Hydration",50,48,43,46,41,60
0340,Whiscash,"water, ground","Oblivious, Anticipation, Hydration",110,78,73,76,71,60
0341,Corphish,water,"Hyper Cutter, Shell Armor, Adaptability",43,80,65,50,35,35
0342,Crawdaunt,"water, dark","Hyper Cutter, Shell Armor, Adaptability",63,120,85,90,55,55
0349,Feebas,water,"Swift Swim, Oblivious, Adaptability",20,15,20,10,55,80
0350,Milotic,water,"Marvel Scale, Competitive, Cute Charm",95,60,79,100,125,81
0370,Luvdisc,water,"Swift Swim, Hydration",43,30,55,40,65,97
0382,Kyogre,water,Drizzle,100,100,90,150,140,90
0393,Piplup,water,"Torrent, Competitive",53,51,53,61,56,40
0394,Prinplup,water,"Torrent, Competitive",64,66,68,81,76,50
0395,Empoleon,"water, steel","Torrent, Competitive",84,86,88,111,101,60
0418,Buizel,water,"Swift Swim, Water Veil",55,65,35,60,30,85
0419,Floatzel,water,"Swift Swim, Water Veil",85,105,55,85,50,115
0422,Shellos,water,"Sticky Hold, Storm Drain, Sand Force",76,48,48,57,62,34
0423,Gastrodon,"water, ground","Sticky Hold, Storm Drain, Sand Force",111,83,68,92,82,39
0456,Finneon,water,"Swift Swim, Storm Drain, Water Veil",49,49,56,49,61,66
0457,Lumineon,water,"Swift Swim, Storm Drain, Water Veil",69,69,76,69,86,91
0479,Rotom,"electric, water",Levitate,50,65,107,105,107,86
0484,Palkia,"water, dragon","Pressure, Telepathy",90,120,100,150,120,100
0484,Palkia,"water, dragon","Pressure, Telepathy",90,100,100,150,120,120
0489,Phione,water,Hydration,80,80,80,80,80,80
0490,Manaphy,water,Hydration,100,100,100,100,100,100
0493,Arceus,water,Multitype,120,120,120,120,120,120
0501,Oshawott,water,"Torrent, Shell Armor",55,55,45,63,45,45
0502,Dewott,water,"Torrent, Shell Armor",75,75,60,83,60,60
0503,Samurott,water,"Torrent, Shell Armor",95,100,85,108,70,70
0503,Samurott,"water, dark","Torrent, Sharpness",90,108,80,100,65,85
0550,Basculin,water,"Reckless, Adaptability, Mold Breaker",70,92,65,80,55,98
0550,Basculin,water,"Rock Head, Adaptability, Mold Breaker",70,92,65,80,55,98
0550,Basculin,water,"Rattled, Adaptability, Mold Breaker",70,92,65,80,55,98
0580,Ducklett,"water, flying","Keen Eye, Big Pecks, Hydration",62,44,50,44,50,55
0581,Swanna,"water, flying","Keen Eye, Big Pecks, Hydration",75,87,63,87,63,98
0594,Alomomola,water,"Healer, Hydration, Regenerator",165,75,80,40,45,65
0647,Keldeo,"water, fighting",Justified,91,72,90,129,90,108
0656,Froakie,water,"Torrent, Protean",41,56,40,62,44,71
0657,Frogadier,water,"Torrent, Protean",54,63,52,83,56,97
0658,Greninja,"water, dark","Torrent, Protean",72,95,67,103,71,122
0690,Skrelp,"poison, water","Poison Point, Poison Touch, Adaptability",50,60,60,60,60,30
0692,Clauncher,water,Mega Launcher,50,53,62,58,63,44
0693,Clawitzer,water,Mega Launcher,71,73,88,120,89,59
0721,Volcanion,"fire, water",Water Absorb,80,110,120,130,90,70
0728,Popplio,water,"Torrent, Liquid Voice",50,54,54,66,56,40
0729,Brionne,water,"Torrent, Liquid Voice",60,69,69,91,81,50
0730,Primarina,"water, fairy","Torrent, Liquid Voice",80,74,74,126,116,60
0747,Mareanie,"poison, water","Merciless, Limber, Regenerator",50,53,62,43,52,45
0748,Toxapex,"poison, water","Merciless, Limber, Regenerator",50,63,152,53,142,35
0751,Dewpider,"water, bug","Water Bubble, Water Absorb",38,40,52,40,72,27
0752,Araquanid,"water, bug","Water Bubble, Water Absorb",68,70,92,50,132,42
0779,Bruxish,"water, psychic","Dazzling, Strong Jaw, Wonder Skin",68,105,70,70,70,92
0816,Sobble,water,"Torrent, Sniper",50,40,40,70,40,70
0817,Drizzile,water,"Torrent, Sniper",65,60,55,95,55,90
0818,Inteleon,water,"Torrent, Sniper",70,85,65,125,65,120
0833,Chewtle,water,"Strong Jaw, Shell Armor, Swift Swim",50,64,50,38,38,44
0834,Drednaw,"water, rock","Strong Jaw, Shell Armor, Swift Swim",90,115,90,48,68,74
0845,Cramorant,"flying, water",Gulp Missile,70,85,55,85,95,85
0846,Arrokuda,water,"Swift Swim, Propeller Tail",41,63,40,40,30,66
0847,Barraskewda,water,"Swift Swim, Propeller Tail",61,123,60,60,50,136
0892,Urshifu,"fighting, water",Unseen Fist,100,130,100,63,60,97
0902,Basculegion,"water, ghost","Swift Swim, Adaptability, Mold Breaker",120,112,65,80,75,78
0902,Basculegion,"water, ghost","Swift Swim, Adaptability, Mold Breaker",120,92,65,100,75,78
0912,Quaxly,water,"Torrent, Moxie",55,65,45,50,45,50
0913,Quaxwell,water,"Torrent, Moxie",70,85,65,65,60,65
0914,Quaquaval,"water, fighting","Torrent, Moxie",85,120,80,85,75,85
0960,Wiglett,water,"Gooey, Rattled, Sand Veil",10,55,25,35,25,95
0961,Wugtrio,water,"Gooey, Rattled, Sand Veil",35,100,50,50,70,120
0963,Finizen,water,Water Veil,70,45,40,45,40,75
0964,Palafin,water,Zero to Hero,100,70,72,53,62,100
0964,Palafin,water,Zero to Hero,100,160,97,106,87,100
0976,Veluza,"water, psychic","Mold Breaker, Sharpness",90,102,73,78,65,70
0977,Dondozo,water,"Unaware, Oblivious, Water Veil",150,100,115,65,65,35
0978,Tatsugiri,"dragon, water","Commander, Storm Drain",68,50,60,120,95,82
0991,Iron Bundle,"ice, water",Quark Drive,56,80,114,124,60,136
1009,Walking Wake,"water, dragon",Protosynthesis,99,83,91,125,83,109
1017,Ogerpon,"grass, water",Water Absorb,80,120,84,60,96,110
